Invoice ID,Branch,City,Customer type,Product line,Unit price,Quantity,Review Quantity,Check,Tax 5%, Total ,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
787-15-1757,C,Naypyitaw,Customer,Health and beauty,44.07,4,4,,8.8%, $176.28 ,2/18/2019,4:28:00 PM,Ewallet,176.28,4.761904762,8.814,8.4
649-11-3678,C,Naypyitaw,Normal,Food and beverages,22.93,9,9,,10.3%, $206.37 ,2/26/2019,8:26:00 PM,Cash,206.37,4.761904762,10.3185,5.5
622-20-1945,C,Naypyitaw,Normal,Health and beauty,39.42,1,1,,2.0%, $39.42 ,1/18/2019,3:08:00 PM,Cash,39.42,4.761904762,1.971,8.4
372-94-8041,A,Yangon,Normal,Health and beauty,15.26,6,6,,4.6%, $91.56 ,2/15/2019,6:03:00 PM,Ewallet,91.56,4.761904762,4.578,9.8
563-91-7120,A,Yangon,Normal,Fashion accessories,61.77,5,5,,15.4%, $308.85 ,3/8/2019,1:21:00 PM,Cash,308.85,4.761904762,15.4425,6.7
746-54-5508,A,Yangon,Normal,Home and lifestyle,21.52,6,6,,6.5%, $129.12 ,1/17/2019,12:48:00 PM,Credit card,129.12,4.761904762,6.456,9.4
276-54-0879,B,Mandalay,Normal,Sports and travel,97.74,4,4,,19.5%, $390.96 ,3/12/2019,7:53:00 PM,Ewallet,390.96,4.761904762,19.548,6.4
815-11-1168,A,Yangon,Customer,Food and beverages,99.78,5,5,,24.9%, $498.90 ,3/9/2019,7:09:00 PM,Cash,498.9,4.761904762,24.945,5.4
719-76-3868,C,Naypyitaw,Customer,Food and beverages,94.26,4,4,,18.9%, $377.04 ,3/12/2019,4:30:00 PM,Cash,377.04,4.761904762,18.852,8.6
730-61-8757,B,Mandalay,Customer,Health and beauty,51.13,4,4,,10.2%, $204.52 ,1/25/2019,10:11:00 AM,Credit card,204.52,4.761904762,10.226,4
340-66-0321,A,Yangon,Customer,Electronic accessories,36.36,4,4,,7.3%, $145.44 ,3/25/2019,1:07:00 PM,Cash,145.44,4.761904762,7.272,7.6
868-81-1752,B,Mandalay,Normal,Home and lifestyle,22.02,9,9,,9.9%, $198.18 ,2/7/2019,6:48:00 PM,Cash,198.18,4.761904762,9.909,6.8
634-97-8956,A,Yangon,Normal,Food and beverages,32.9,3,3,,4.9%, $98.70 ,2/17/2019,5:27:00 PM,Credit card,98.7,4.761904762,4.935,9.1
566-71-1091,A,Yangon,Normal,Fashion accessories,77.02,5,5,,19.3%, $385.10 ,2/3/2019,3:59:00 PM,Cash,385.1,4.761904762,19.255,5.5
442-48-3607,A,Yangon,Customer,Food and beverages,23.48,2,2,,2.3%, $46.96 ,3/14/2019,11:21:00 AM,Credit card,46.96,4.761904762,2.348,7.9
835-16-0096,C,Naypyitaw,Customer,Sports and travel,14.7,5,5,,3.7%, $73.50 ,3/24/2019,1:48:00 PM,Ewallet,73.5,4.761904762,3.675,8.5
527-09-6272,A,Yangon,Customer,Electronic accessories,28.45,5,5,,7.1%, $142.25 ,3/21/2019,10:17:00 AM,Credit card,142.25,4.761904762,7.1125,9.1
898-04-2717,A,Yangon,Normal,Fashion accessories,76.4,9,9,,34.4%, $687.60 ,3/19/2019,3:49:00 PM,Ewallet,687.6,4.761904762,34.38,7.5
692-27-8933,B,Mandalay,Normal,Sports and travel,57.95,6,6,,17.4%, $347.70 ,2/24/2019,1:02:00 PM,Cash,347.7,4.761904762,17.385,5.2
633-09-3463,C,Naypyitaw,Normal,Electronic accessories,47.65,3,3,,7.1%, $142.95 ,3/28/2019,12:58:00 PM,Credit card,142.95,4.761904762,7.1475,9.5
374-17-3652,B,Mandalay,Customer,Food and beverages,42.82,9,9,,19.3%, $385.38 ,2/5/2019,3:26:00 PM,Credit card,385.38,4.761904762,19.269,8.9
378-07-7001,B,Mandalay,Customer,Electronic accessories,48.09,3,3,,7.2%, $144.27 ,2/10/2019,6:23:00 PM,Credit card,144.27,4.761904762,7.2135,7.8
433-75-6987,B,Mandalay,Customer,Health and beauty,55.97,7,7,,19.6%, $391.79 ,3/5/2019,7:06:00 PM,Ewallet,391.79,4.761904762,19.5895,8.9
873-95-4984,B,Mandalay,Customer,Health and beauty,76.9,7,7,,26.9%, $538.30 ,2/15/2019,8:21:00 PM,Cash,538.3,4.761904762,26.915,7.7
416-13-5917,C,Naypyitaw,Normal,Food and beverages,97.03,5,5,,24.3%, $485.15 ,1/30/2019,4:24:00 PM,Ewallet,485.15,4.761904762,24.2575,9.3
150-89-8043,A,Yangon,Normal,Sports and travel,44.65,3,3,,6.7%, $133.95 ,2/14/2019,3:04:00 PM,Cash,133.95,4.761904762,6.6975,6.2
135-84-8019,A,Yangon,Normal,Fashion accessories,77.93,9,9,,35.1%, $701.37 ,2/27/2019,4:10:00 PM,Ewallet,701.37,4.761904762,35.0685,7.6
441-94-7118,A,Yangon,Customer,Electronic accessories,71.95,1,1,,3.6%, $71.95 ,2/4/2019,12:14:00 PM,Cash,71.95,4.761904762,3.5975,7.3
725-96-3778,C,Naypyitaw,Customer,Home and lifestyle,89.25,8,8,,35.7%, $714.00 ,1/20/2019,10:13:00 AM,Cash,714,4.761904762,35.7,4.7
531-80-1784,A,Yangon,Normal,Electronic accessories,26.02,7,7,,9.1%, $182.14 ,3/28/2019,5:38:00 PM,Cash,182.14,4.761904762,9.107,5.1
400-45-1220,B,Mandalay,Normal,Health and beauty,13.5,10,10,,6.8%, $135.00 ,2/27/2019,11:06:00 AM,Credit card,135,4.761904762,6.75,4.8
860-79-0874,C,Naypyitaw,Customer,Fashion accessories,99.3,10,10,,49.7%, $993.00 ,2/15/2019,2:53:00 PM,Credit card,993,4.761904762,49.65,6.6
834-61-8124,A,Yangon,Normal,Electronic accessories,51.69,7,7,,18.1%, $361.83 ,1/26/2019,6:22:00 PM,Cash,361.83,4.761904762,18.0915,5.5
115-99-4379,B,Mandalay,Customer,Fashion accessories,54.73,7,7,,19.2%, $383.11 ,3/14/2019,7:02:00 PM,Credit card,383.11,4.761904762,19.1555,8.5
565-67-6697,B,Mandalay,Customer,Home and lifestyle,27,9,9,,12.2%, $243.00 ,3/2/2019,2:16:00 PM,Cash,243,4.761904762,12.15,4.8
320-49-6392,C,Naypyitaw,Normal,Electronic accessories,30.24,1,1,,1.5%, $30.24 ,3/4/2019,3:44:00 PM,Cash,30.24,4.761904762,1.512,8.4
889-04-9723,B,Mandalay,Customer,Food and beverages,89.14,4,4,,17.8%, $356.56 ,1/7/2019,12:20:00 PM,Credit card,356.56,4.761904762,17.828,7.8
632-90-0281,C,Naypyitaw,Normal,Fashion accessories,37.55,10,10,,18.8%, $375.50 ,3/8/2019,8:01:00 PM,Credit card,375.5,4.761904762,18.775,9.3
554-42-2417,C,Naypyitaw,Normal,Sports and travel,95.44,10,10,,47.7%, $954.40 ,1/9/2019,1:45:00 PM,Cash,954.4,4.761904762,47.72,5.2
453-63-6187,B,Mandalay,Normal,Electronic accessories,27.5,3,3,,4.1%, $82.50 ,3/1/2019,3:40:00 PM,Ewallet,82.5,4.761904762,4.125,6.5
578-80-7669,B,Mandalay,Normal,Sports and travel,74.97,1,1,,3.7%, $74.97 ,3/16/2019,4:58:00 PM,Cash,74.97,4.761904762,3.7485,5.6
612-36-5536,A,Yangon,Customer,Food and beverages,80.96,8,8,,32.4%, $647.68 ,2/17/2019,11:12:00 AM,Credit card,647.68,4.761904762,32.384,7.4
605-72-4132,C,Naypyitaw,Normal,Food and beverages,94.47,8,8,,37.8%, $755.76 ,2/27/2019,3:12:00 PM,Cash,755.76,4.761904762,37.788,9.1
471-41-2823,C,Naypyitaw,Normal,Food and beverages,99.79,2,2,,10.0%, $199.58 ,3/7/2019,8:37:00 PM,Ewallet,199.58,4.761904762,9.979,8
462-67-9126,A,Yangon,Normal,Home and lifestyle,73.22,6,6,,22.0%, $439.32 ,1/21/2019,5:44:00 PM,Cash,439.32,4.761904762,21.966,7.2
272-27-9238,C,Naypyitaw,Normal,Food and beverages,41.24,4,4,,8.2%, $164.96 ,2/19/2019,4:23:00 PM,Cash,164.96,4.761904762,8.248,7.1
834-25-9262,C,Naypyitaw,Normal,Fashion accessories,81.68,4,4,,16.3%, $326.72 ,1/6/2019,12:12:00 PM,Cash,326.72,4.761904762,16.336,9.1
122-61-9553,C,Naypyitaw,Normal,Electronic accessories,51.32,9,9,,23.1%, $461.88 ,3/14/2019,7:33:00 PM,Cash,461.88,4.761904762,23.094,5.6
468-88-0009,A,Yangon,Customer,Home and lifestyle,65.94,4,4,,13.2%, $263.76 ,3/24/2019,10:29:00 AM,Cash,263.76,4.761904762,13.188,6
613-59-9758,C,Naypyitaw,Normal,Sports and travel,14.36,10,10,,7.2%, $143.60 ,1/27/2019,2:28:00 PM,Cash,143.6,4.761904762,7.18,5.4
254-31-0042,A,Yangon,Customer,Electronic accessories,21.5,9,9,,9.7%, $193.50 ,3/6/2019,12:46:00 PM,Credit card,193.5,4.761904762,9.675,7.8
201-86-2184,B,Mandalay,Customer,Electronic accessories,26.26,7,7,,9.2%, $183.82 ,2/2/2019,7:40:00 PM,Cash,183.82,4.761904762,9.191,9.9
261-12-8671,B,Mandalay,Normal,Fashion accessories,60.96,2,2,,6.1%, $121.92 ,1/25/2019,7:39:00 PM,Credit card,121.92,4.761904762,6.096,4.9
730-70-9830,C,Naypyitaw,Normal,Home and lifestyle,70.11,6,6,,21.0%, $420.66 ,3/14/2019,5:54:00 PM,Ewallet,420.66,4.761904762,21.033,5.2
382-25-8917,C,Naypyitaw,Normal,Fashion accessories,42.08,6,6,,12.6%, $252.48 ,1/29/2019,12:25:00 PM,Cash,252.48,4.761904762,12.624,8.9
422-29-8786,A,Yangon,Normal,Home and lifestyle,67.09,5,5,,16.8%, $335.45 ,1/3/2019,4:47:00 PM,Credit card,335.45,4.761904762,16.7725,9.1
667-23-5919,A,Yangon,Customer,Fashion accessories,96.7,5,5,,24.2%, $483.50 ,1/14/2019,12:52:00 PM,Ewallet,483.5,4.761904762,24.175,7
843-01-4703,B,Mandalay,Customer,Home and lifestyle,35.38,9,9,,15.9%, $318.42 ,1/5/2019,7:50:00 PM,Credit card,318.42,4.761904762,15.921,9.6
743-88-1662,C,Naypyitaw,Normal,Sports and travel,95.49,7,7,,33.4%, $668.43 ,2/22/2019,6:17:00 PM,Ewallet,668.43,4.761904762,33.4215,8.7
595-86-2894,C,Naypyitaw,Customer,Fashion accessories,96.98,4,4,,19.4%, $387.92 ,2/6/2019,5:20:00 PM,Ewallet,387.92,4.761904762,19.396,9.4
182-69-8360,B,Mandalay,Normal,Electronic accessories,23.65,4,4,,4.7%, $94.60 ,1/30/2019,1:32:00 PM,Credit card,94.6,4.761904762,4.73,4
289-15-7034,A,Yangon,Customer,Sports and travel,82.33,4,4,,16.5%, $329.32 ,1/11/2019,10:37:00 AM,Credit card,329.32,4.761904762,16.466,7.5
462-78-5240,C,Naypyitaw,Normal,Electronic accessories,26.61,2,2,,2.7%, $53.22 ,3/19/2019,2:35:00 PM,Cash,53.22,4.761904762,2.661,4.2
868-52-7573,B,Mandalay,Normal,Food and beverages,99.69,5,5,,24.9%, $498.45 ,1/14/2019,12:09:00 PM,Cash,498.45,4.761904762,24.9225,9.9
153-58-4872,C,Naypyitaw,Customer,Food and beverages,74.89,4,4,,15.0%, $299.56 ,3/1/2019,3:32:00 PM,Ewallet,299.56,4.761904762,14.978,4.2
662-72-2873,A,Yangon,Normal,Food and beverages,40.94,5,5,,10.2%, $204.70 ,1/6/2019,1:58:00 PM,Ewallet,204.7,4.761904762,10.235,9.9
525-88-7307,B,Mandalay,Customer,Sports and travel,75.82,1,1,,3.8%, $75.82 ,1/31/2019,1:19:00 PM,Cash,75.82,4.761904762,3.791,5.8
689-16-9784,C,Naypyitaw,Normal,Food and beverages,46.77,6,6,,14.0%, $280.62 ,3/11/2019,1:37:00 PM,Cash,280.62,4.761904762,14.031,6
725-56-0833,A,Yangon,Normal,Health and beauty,32.32,10,10,,16.2%, $323.20 ,2/20/2019,4:49:00 PM,Credit card,323.2,4.761904762,16.16,10
394-41-0748,C,Naypyitaw,Customer,Fashion accessories,54.07,9,9,,24.3%, $486.63 ,1/27/2019,2:55:00 PM,Ewallet,486.63,4.761904762,24.3315,9.5
596-42-3999,B,Mandalay,Normal,Food and beverages,18.22,7,7,,6.4%, $127.54 ,3/10/2019,2:04:00 PM,Credit card,127.54,4.761904762,6.377,6.6
541-89-9860,C,Naypyitaw,Customer,Fashion accessories,80.48,3,3,,12.1%, $241.44 ,2/15/2019,12:31:00 PM,Cash,241.44,4.761904762,12.072,8.1
173-82-9529,B,Mandalay,Normal,Fashion accessories,37.95,10,10,,19.0%, $379.50 ,1/26/2019,2:51:00 PM,Cash,379.5,4.761904762,18.975,9.7
563-36-9814,A,Yangon,Customer,Electronic accessories,76.82,1,1,,3.8%, $76.82 ,2/13/2019,6:27:00 PM,Ewallet,76.82,4.761904762,3.841,7.2
308-47-4913,A,Yangon,Customer,Sports and travel,52.26,10,10,,26.1%, $522.60 ,3/9/2019,12:45:00 PM,Credit card,522.6,4.761904762,26.13,6.2
885-17-6250,A,Yangon,Normal,Health and beauty,79.74,1,1,,4.0%, $79.74 ,3/6/2019,10:36:00 AM,Ewallet,79.74,4.761904762,3.987,7.3
726-27-2396,A,Yangon,Normal,Health and beauty,77.5,5,5,,19.4%, $387.50 ,1/24/2019,8:36:00 PM,Ewallet,387.5,4.761904762,19.375,4.3
316-01-3952,A,Yangon,Normal,Food and beverages,54.27,5,5,,13.6%, $271.35 ,3/13/2019,2:16:00 PM,Ewallet,271.35,4.761904762,13.5675,4.6
760-54-1821,B,Mandalay,Normal,Home and lifestyle,13.59,9,9,,6.1%, $122.31 ,3/15/2019,10:26:00 AM,Cash,122.31,4.761904762,6.1155,5.8
793-10-3222,B,Mandalay,Customer,Health and beauty,41.06,6,6,,12.3%, $246.36 ,3/5/2019,1:30:00 PM,Credit card,246.36,4.761904762,12.318,8.3
346-12-3257,B,Mandalay,Customer,Electronic accessories,19.24,9,9,,8.7%, $173.16 ,3/4/2019,4:28:00 PM,Cash,173.16,4.761904762,8.658,8
110-05-6330,C,Naypyitaw,Normal,Food and beverages,39.43,6,6,,11.8%, $236.58 ,3/25/2019,8:18:00 PM,Credit card,236.58,4.761904762,11.829,9.4
651-61-0874,C,Naypyitaw,Normal,Home and lifestyle,46.22,4,4,,9.2%, $184.88 ,3/12/2019,8:04:00 PM,Credit card,184.88,4.761904762,9.244,6.2
236-86-3015,C,Naypyitaw,Customer,Home and lifestyle,13.98,1,1,,0.7%, $13.98 ,2/4/2019,1:38:00 PM,Ewallet,13.98,4.761904762,0.699,9.8
831-64-0259,B,Mandalay,Normal,Fashion accessories,39.75,5,5,,9.9%, $198.75 ,2/22/2019,10:43:00 AM,Ewallet,198.75,4.761904762,9.9375,9.6
587-03-7455,C,Naypyitaw,Customer,Fashion accessories,97.79,7,7,,34.2%, $684.53 ,2/16/2019,5:30:00 PM,Ewallet,684.53,4.761904762,34.2265,4.9
882-40-4577,A,Yangon,Customer,Sports and travel,67.26,4,4,,13.5%, $269.04 ,1/19/2019,3:28:00 PM,Credit card,269.04,4.761904762,13.452,8
732-67-5346,A,Yangon,Normal,Food and beverages,13.79,5,5,,3.4%, $68.95 ,1/11/2019,7:07:00 PM,Credit card,68.95,4.761904762,3.4475,7.8
725-32-9708,B,Mandalay,Customer,Fashion accessories,68.71,4,4,,13.7%, $274.84 ,1/4/2019,7:01:00 PM,Cash,274.84,4.761904762,13.742,4.1
256-08-8343,A,Yangon,Normal,Home and lifestyle,56.53,4,4,,11.3%, $226.12 ,3/4/2019,7:48:00 PM,Ewallet,226.12,4.761904762,11.306,5.5
372-26-1506,C,Naypyitaw,Normal,Fashion accessories,23.82,5,5,,6.0%, $119.10 ,1/28/2019,7:24:00 PM,Ewallet,119.1,4.761904762,5.955,5.4
244-08-0162,B,Mandalay,Normal,Health and beauty,34.21,10,10,,17.1%, $342.10 ,1/2/2019,1:00:00 PM,Cash,342.1,4.761904762,17.105,5.1
569-71-4390,B,Mandalay,Normal,Sports and travel,21.87,2,2,,2.2%, $43.74 ,1/25/2019,2:29:00 PM,Ewallet,43.74,4.761904762,2.187,6.9
132-23-6451,A,Yangon,Customer,Health and beauty,20.97,5,5,,5.2%, $104.85 ,1/4/2019,1:21:00 PM,Cash,104.85,4.761904762,5.2425,7.8
696-90-2548,A,Yangon,Normal,Sports and travel,25.84,3,3,,3.9%, $77.52 ,3/10/2019,6:55:00 PM,Ewallet,77.52,4.761904762,3.876,6.6
472-15-9636,A,Yangon,Normal,Home and lifestyle,50.93,8,8,,20.4%, $407.44 ,3/22/2019,7:36:00 PM,Ewallet,407.44,4.761904762,20.372,9.2
268-03-6164,B,Mandalay,Normal,Health and beauty,96.11,1,1,,4.8%, $96.11 ,1/25/2019,4:28:00 PM,Ewallet,96.11,4.761904762,4.8055,7.8
750-57-9686,C,Naypyitaw,Normal,Home and lifestyle,45.38,4,4,,9.1%, $181.52 ,1/8/2019,1:48:00 PM,Credit card,181.52,4.761904762,9.076,8.7
186-09-3669,C,Naypyitaw,Customer,Health and beauty,81.51,1,1,,4.1%, $81.51 ,1/22/2019,10:57:00 AM,Ewallet,81.51,4.761904762,4.0755,9.2
848-07-1692,B,Mandalay,Normal,Health and beauty,57.22,2,2,,5.7%, $114.44 ,1/12/2019,5:13:00 PM,Ewallet,114.44,4.761904762,5.722,8.3
745-71-3520,A,Yangon,Customer,Electronic accessories,25.22,7,7,,8.8%, $176.54 ,2/4/2019,10:23:00 AM,Cash,176.54,4.761904762,8.827,8.2
266-76-6436,C,Naypyitaw,Customer,Food and beverages,38.6,3,3,,5.8%, $115.80 ,3/28/2019,1:57:00 PM,Ewallet,115.8,4.761904762,5.79,7.5
740-22-2500,C,Naypyitaw,Normal,Electronic accessories,84.05,3,3,,12.6%, $252.15 ,1/23/2019,1:29:00 PM,Cash,252.15,4.761904762,12.6075,9.8
271-88-8734,C,Naypyitaw,Customer,Fashion accessories,97.21,10,10,,48.6%, $972.10 ,2/8/2019,1:00:00 PM,Credit card,972.1,4.761904762,48.605,8.7
301-81-8610,B,Mandalay,Customer,Fashion accessories,25.42,8,8,,10.2%, $203.36 ,3/19/2019,7:42:00 PM,Credit card,203.36,4.761904762,10.168,6.7
489-64-4354,C,Naypyitaw,Normal,Fashion accessories,16.28,1,1,,0.8%, $16.28 ,3/9/2019,3:36:00 PM,Cash,16.28,4.761904762,0.814,5
198-84-7132,B,Mandalay,Customer,Fashion accessories,40.61,9,9,,18.3%, $365.49 ,1/2/2019,1:40:00 PM,Cash,365.49,4.761904762,18.2745,7
269-10-8440,A,Yangon,Customer,Health and beauty,53.17,7,7,,18.6%, $372.19 ,1/21/2019,6:01:00 PM,Cash,372.19,4.761904762,18.6095,8.9
650-98-6268,B,Mandalay,Customer,Food and beverages,20.87,3,3,,3.1%, $62.61 ,3/20/2019,1:53:00 PM,Credit card,62.61,4.761904762,3.1305,8
741-73-3559,B,Mandalay,Normal,Sports and travel,67.27,5,5,,16.8%, $336.35 ,2/27/2019,5:27:00 PM,Cash,336.35,4.761904762,16.8175,6.9
325-77-6186,A,Yangon,Customer,Home and lifestyle,90.65,10,10,,45.3%, $906.50 ,3/8/2019,10:53:00 AM,Ewallet,906.5,4.761904762,45.325,7.3
286-75-7818,B,Mandalay,Normal,Fashion accessories,69.08,2,2,,6.9%, $138.16 ,1/31/2019,7:48:00 PM,Credit card,138.16,4.761904762,6.908,6.9
574-57-9721,C,Naypyitaw,Normal,Food and beverages,43.27,2,2,,4.3%, $86.54 ,3/8/2019,4:53:00 PM,Ewallet,86.54,4.761904762,4.327,5.7
459-50-7686,A,Yangon,Normal,Electronic accessories,23.46,6,6,,7.0%, $140.76 ,1/13/2019,7:14:00 PM,Ewallet,140.76,4.761904762,7.038,6.4
616-87-0016,B,Mandalay,Normal,Fashion accessories,95.54,7,7,,33.4%, $668.78 ,3/9/2019,2:36:00 PM,Credit card,668.78,4.761904762,33.439,9.6
837-55-7229,B,Mandalay,Normal,Fashion accessories,47.44,1,1,,2.4%, $47.44 ,2/22/2019,6:19:00 PM,Credit card,47.44,4.761904762,2.372,6.8
751-69-0068,C,Naypyitaw,Normal,Sports and travel,99.24,9,9,,44.7%, $893.16 ,3/19/2019,7:09:00 PM,Ewallet,893.16,4.761904762,44.658,9
257-73-1380,C,Naypyitaw,Customer,Sports and travel,82.93,4,4,,16.6%, $331.72 ,1/20/2019,4:51:00 PM,Ewallet,331.72,4.761904762,16.586,9.6
345-08-4992,A,Yangon,Normal,Home and lifestyle,33.99,6,6,,10.2%, $203.94 ,3/8/2019,3:37:00 PM,Credit card,203.94,4.761904762,10.197,7.7
549-96-4200,C,Naypyitaw,Customer,Food and beverages,17.04,4,4,,3.4%, $68.16 ,3/8/2019,8:15:00 PM,Ewallet,68.16,4.761904762,3.408,7
810-60-6344,C,Naypyitaw,Normal,Electronic accessories,40.86,8,8,,16.3%, $326.88 ,2/7/2019,2:38:00 PM,Credit card,326.88,4.761904762,16.344,6.5
450-28-2866,C,Naypyitaw,Customer,Food and beverages,17.44,5,5,,4.4%, $87.20 ,1/15/2019,7:25:00 PM,Cash,87.2,4.761904762,4.36,8.1
394-30-3170,B,Mandalay,Customer,Sports and travel,88.43,8,8,,35.4%, $707.44 ,3/22/2019,7:35:00 PM,Credit card,707.44,4.761904762,35.372,4.3
138-17-5109,A,Yangon,Customer,Home and lifestyle,89.21,9,9,,40.1%, $802.89 ,1/15/2019,3:42:00 PM,Credit card,802.89,4.761904762,40.1445,6.5
192-98-7397,C,Naypyitaw,Normal,Fashion accessories,12.78,1,1,,0.6%, $12.78 ,1/8/2019,2:11:00 PM,Ewallet,12.78,4.761904762,0.639,9.5
301-11-9629,A,Yangon,Normal,Sports and travel,19.1,7,7,,6.7%, $133.70 ,1/15/2019,10:43:00 AM,Cash,133.7,4.761904762,6.685,9.7
390-80-5128,B,Mandalay,Customer,Health and beauty,19.15,1,1,,1.0%, $19.15 ,1/28/2019,5:58:00 PM,Credit card,19.15,4.761904762,0.9575,9.5
235-46-8343,C,Naypyitaw,Customer,Food and beverages,27.66,10,10,,13.8%, $276.60 ,2/14/2019,11:26:00 AM,Credit card,276.6,4.761904762,13.83,8.9
453-12-7053,C,Naypyitaw,Normal,Fashion accessories,45.74,3,3,,6.9%, $137.22 ,3/10/2019,5:38:00 PM,Credit card,137.22,4.761904762,6.861,6.5
296-11-7041,B,Mandalay,Customer,Health and beauty,27.07,1,1,,1.4%, $27.07 ,1/12/2019,8:07:00 PM,Credit card,27.07,4.761904762,1.3535,5.3
449-27-2918,B,Mandalay,Customer,Sports and travel,39.12,1,1,,2.0%, $39.12 ,3/26/2019,11:02:00 AM,Credit card,39.12,4.761904762,1.956,9.6
891-01-7034,B,Mandalay,Normal,Electronic accessories,74.71,6,6,,22.4%, $448.26 ,1/1/2019,7:07:00 PM,Cash,448.26,4.761904762,22.413,6.7
744-09-5786,B,Mandalay,Normal,Electronic accessories,22.01,6,6,,6.6%, $132.06 ,1/2/2019,6:50:00 PM,Cash,132.06,4.761904762,6.603,7.6
727-17-0390,A,Yangon,Normal,Food and beverages,63.61,5,5,,15.9%, $318.05 ,3/16/2019,12:43:00 PM,Ewallet,318.05,4.761904762,15.9025,4.8
568-88-3448,A,Yangon,Normal,Health and beauty,25,1,1,,1.3%, $25.00 ,3/3/2019,3:09:00 PM,Ewallet,25,4.761904762,1.25,5.5
187-83-5490,A,Yangon,Customer,Electronic accessories,20.77,4,4,,4.2%, $83.08 ,1/31/2019,1:47:00 PM,Cash,83.08,4.761904762,4.154,4.7
767-54-1907,B,Mandalay,Customer,Fashion accessories,29.56,5,5,,7.4%, $147.80 ,2/13/2019,4:59:00 PM,Cash,147.8,4.761904762,7.39,6.9
710-46-4433,B,Mandalay,Customer,Food and beverages,77.4,9,9,,34.8%, $696.60 ,2/15/2019,2:15:00 PM,Credit card,696.6,4.761904762,34.83,4.5
533-33-5337,B,Mandalay,Normal,Electronic accessories,79.39,10,10,,39.7%, $793.90 ,2/7/2019,8:24:00 PM,Cash,793.9,4.761904762,39.695,6.2
325-90-8763,C,Naypyitaw,Customer,Electronic accessories,46.57,10,10,,23.3%, $465.70 ,1/27/2019,1:58:00 PM,Cash,465.7,4.761904762,23.285,7.6
729-46-7422,C,Naypyitaw,Normal,Food and beverages,35.89,1,1,,1.8%, $35.89 ,2/23/2019,4:52:00 PM,Credit card,35.89,4.761904762,1.7945,7.9
639-76-1242,C,Naypyitaw,Normal,Food and beverages,40.52,5,5,,10.1%, $202.60 ,2/3/2019,3:19:00 PM,Cash,202.6,4.761904762,10.13,4.5
234-03-4040,B,Mandalay,Customer,Food and beverages,73.05,10,10,,36.5%, $730.50 ,3/3/2019,12:25:00 PM,Credit card,730.5,4.761904762,36.525,8.7
326-71-2155,C,Naypyitaw,Normal,Sports and travel,73.95,4,4,,14.8%, $295.80 ,2/3/2019,10:02:00 AM,Cash,295.8,4.761904762,14.79,6.1
320-32-8842,C,Naypyitaw,Customer,Food and beverages,22.62,1,1,,1.1%, $22.62 ,3/17/2019,6:58:00 PM,Cash,22.62,4.761904762,1.131,6.4
470-32-9057,A,Yangon,Customer,Food and beverages,51.34,5,5,,12.8%, $256.70 ,3/28/2019,3:31:00 PM,Credit card,256.7,4.761904762,12.835,9.1
878-30-2331,C,Naypyitaw,Customer,Sports and travel,54.55,10,10,,27.3%, $545.50 ,3/2/2019,11:22:00 AM,Credit card,545.5,4.761904762,27.275,7.1
440-59-5691,C,Naypyitaw,Customer,Health and beauty,37.15,7,7,,13.0%, $260.05 ,2/8/2019,1:12:00 PM,Credit card,260.05,4.761904762,13.0025,7.7
554-53-3790,B,Mandalay,Normal,Sports and travel,37.02,6,6,,11.1%, $222.12 ,3/22/2019,6:33:00 PM,Cash,222.12,4.761904762,11.106,4.5
746-19-0921,C,Naypyitaw,Normal,Food and beverages,21.58,1,1,,1.1%, $21.58 ,2/9/2019,10:02:00 AM,Ewallet,21.58,4.761904762,1.079,7.2
233-34-0817,C,Naypyitaw,Customer,Electronic accessories,98.84,1,1,,4.9%, $98.84 ,2/15/2019,11:21:00 AM,Cash,98.84,4.761904762,4.942,8.4
767-05-1286,C,Naypyitaw,Customer,Home and lifestyle,83.77,6,6,,25.1%, $502.62 ,1/23/2019,12:10:00 PM,Ewallet,502.62,4.761904762,25.131,5.4
340-21-9136,A,Yangon,Customer,Sports and travel,40.05,4,4,,8.0%, $160.20 ,1/25/2019,11:40:00 AM,Cash,160.2,4.761904762,8.01,9.7
405-31-3305,A,Yangon,Customer,Fashion accessories,43.13,10,10,,21.6%, $431.30 ,2/2/2019,6:31:00 PM,Credit card,431.3,4.761904762,21.565,5.5
731-59-7531,B,Mandalay,Customer,Health and beauty,72.57,8,8,,29.0%, $580.56 ,3/30/2019,5:58:00 PM,Cash,580.56,4.761904762,29.028,4.6
676-39-6028,A,Yangon,Customer,Electronic accessories,64.44,5,5,,16.1%, $322.20 ,3/30/2019,5:04:00 PM,Cash,322.2,4.761904762,16.11,6.6
502-05-1910,A,Yangon,Normal,Health and beauty,65.18,3,3,,9.8%, $195.54 ,2/25/2019,8:35:00 PM,Credit card,195.54,4.761904762,9.777,6.3
485-30-8700,A,Yangon,Normal,Sports and travel,33.26,5,5,,8.3%, $166.30 ,3/18/2019,4:10:00 PM,Credit card,166.3,4.761904762,8.315,4.2
598-47-9715,C,Naypyitaw,Normal,Electronic accessories,84.07,4,4,,16.8%, $336.28 ,3/7/2019,4:54:00 PM,Ewallet,336.28,4.761904762,16.814,4.4
701-69-8742,B,Mandalay,Normal,Sports and travel,34.37,10,10,,17.2%, $343.70 ,3/16/2019,10:11:00 AM,Ewallet,343.7,4.761904762,17.185,6.7
